strike,call_gex,put_gex,call_dex,put_dex,net_gex
3.5,553760.2320000001,836779.2919999999,939926.2119999999,-571803.416,-283019.0599999998
4.0,2998437.964,505501.74,4136435.444,-612433.39,2492936.2240000004
