strike,call_gex,put_gex,net_gex
12.0,5069207.8235,0.0,5069207.8235
12.5,513884.721,0.0,513884.721
13.0,3071140.8649999998,0.0,3071140.8649999998
13.5,1798506.4660000002,0.0,1798506.4660000002
14.0,4531721.11,0.0,4531721.11
14.5,2039332.6905,0.0,2039332.6905
15.0,10433728.044499999,0.0,10433728.044499999
15.5,558015.667,0.0,558015.667
