strike,call_gex,put_gex,net_gex
23.5,2289.4200000000005,58085.856,-55796.436
24.0,616412.7074999999,4697982.506999999,-4081569.7994999993
24.5,2068.6545,300377.355,-298308.7005
25.0,10903777.025999999,16281488.331,-5377711.305000002
25.5,13850.991000000002,1948007.517,-1934156.526
26.0,4636964.012999999,12172857.042,-7535893.029
26.5,425815.76699999993,2311395.7065000003,-1885579.9395000003
27.0,13350826.3185,20727029.577,-7376203.2585
27.5,2897751.6,1417865.0609999998,1479886.5390000003
28.0,15100044.042,5336444.5095,9763599.532499999
28.5,3887876.6909999996,221790.288,3666086.4029999995
29.0,10773590.793,2311286.6865000003,8462304.1065
29.5,1544892.4395,61176.573000000004,1483715.8665
30.0,22592508.954,2582629.29,20009879.664
30.5,555353.331,3638.5425,551714.7885
31.0,4730132.505,363303.699,4366828.806
