strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
16.0,1.1168376380351256e-08,6.086765127291435e-07,0.0,0.0,-5.975081363487921e-07,0.0
16.5,0.0,1.4041831393546273e-05,0.0,0.0,-1.4041831393546273e-05,0.0
17.0,0.021594105211262773,0.5849462029286181,0.0,0.0,-0.5633520977173553,0.0
17.5,0.0,5.750515202587698,0.0,0.0,-5.750515202587698,0.0
18.0,7150.905117304945,3430.072022595447,0.0,0.0,3720.833094709498,0.0
18.5,1261.150781563141,5044.603126252564,0.0,0.0,-3783.4523446894227,0.0
19.0,4277762.686603312,312515.26304328995,0.0,0.0,3965247.4235600224,0.0
19.5,1724229.6133382472,292808.3622650987,0.0,0.0,1431421.2510731486,0.0
20.0,26870204.947094064,520667.46290535736,0.0,0.0,26349537.484188706,0.0
20.5,1614366.1989446355,71300.28696723176,0.0,0.0,1543065.9119774038,0.0
21.0,6731837.991868632,992.6768402077167,0.0,0.0,6730845.315028424,0.0
21.5,38503.49278945621,0.0,0.0,0.0,38503.49278945621,0.0
22.0,36203.597271308696,211.71694310706843,0.0,0.0,35991.88032820163,0.0
22.5,20.850788832024342,0.0,0.0,0.0,20.850788832024342,0.0
23.0,2.227365534709486,0.0,0.0,0.0,2.227365534709486,0.0
23.5,0.0,0.027064692586323248,0.0,0.0,-0.027064692586323248,0.0
