strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
11.0,0.033291386067344636,0.002800865731570534,0.0,0.0,0.030490520335774103,0.0
11.5,19.54591268685307,9.69693507541371,0.0,0.0,9.848977611439361,0.0
12.0,333515.66363263014,50087.35801054774,0.0,0.0,283428.3056220824,0.0
12.5,1878844.8656356575,665446.0005917768,0.0,0.0,1213398.8650438807,0.0
13.0,20815682.159615792,8062065.036931518,0.0,0.0,12753617.122684274,0.0
13.5,18818469.877603672,6772884.234964041,0.0,0.0,12045585.642639631,0.0
14.0,4816898.678884941,77713.95287187604,0.0,0.0,4739184.726013065,0.0
14.5,31693.401913920003,862.5731469573873,0.0,0.0,30830.828766962615,0.0
15.0,650.1061285705517,24.227200152978867,0.0,0.0,625.8789284175729,0.0
15.5,0.8497158776660082,0.014188501522002763,0.0,0.0,0.8355273761440054,0.0
