strike,call_gex,put_gex,net_gex
40.5,19916.384000000002,110243.98800000001,-90327.604
41.0,459928.64,440527.172,19401.467999999993
41.5,67572.096,102482.45599999999,-34910.359999999986
42.0,966242.2360000001,1007204.0400000002,-40961.804000000004
42.5,163559.052,342315.21200000006,-178756.16000000006
43.0,604539.7279999999,607907.9400000001,-3368.212000000174
43.5,173181.84000000003,117032.376,56149.46400000002
44.0,1645680.9840000002,847343.88,798337.1040000002
44.5,267860.24799999996,38883.244,228977.00399999996
45.0,2781042.42,557441.448,2223600.972
45.5,144365.44,33115.240000000005,111250.2
46.0,1257769.7240000002,362652.03199999995,895117.6920000003
46.5,115955.30399999999,17096.156000000003,98859.14799999999
47.0,1502874.4640000002,257883.16,1244991.3040000002
47.5,262918.944,60207.38000000001,202711.564
48.0,1238028.128,305250.708,932777.42
48.5,10515.624000000002,1445.544,9070.080000000002
49.0,1564853.344,148602.86800000002,1416250.476
49.5,41528.684,61223.04000000001,-19694.356000000007
50.0,4669678.724,265120.328,4404558.396000001
50.5,11861.964,1554.196,10307.768
51.0,475267.46800000005,19590.428,455677.04000000004
51.5,62182.012,878.664,61303.348000000005
52.0,1188208.824,12754.800000000001,1175454.024
52.5,35453.619999999995,6656.115999999999,28797.503999999997
53.0,304216.152,11762.76,292453.392
54.0,334336.376,1511.68,332824.696
