strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
31.0,8620.17,43721.16,158920.56999999998,-281064.6,-0.0967853107344633,-35100.990000000005
32.0,3137.1999999999994,132536.00499999998,48341.4,-891093.1399999999,-0.2914870530209618,-129398.80499999998
33.0,8880.415,120639.6,119224.29499999998,-947149.2,-0.3004359637774903,-111759.185
34.0,8662.949999999999,73225.09999999999,112040.81999999999,-591433.5,-0.2994922048997773,-64562.149999999994
35.0,29054.75,50088.25,307980.35,-470829.55,-0.10288288288288287,-21033.5
36.0,26306.135000000002,28823.025,273136.04,-304112.325,-0.026984472049689463,-2516.8899999999994
37.0,59713.75,15090.644999999999,515926.8,-168660.14999999997,0.2330382775119617,44623.105
38.0,52230.814999999995,11354.525,408253.1049999999,-142279.14999999997,0.2049642857142857,40876.28999999999
39.0,70540.65499999998,9550.634999999998,510294.10000000003,-133912.095,0.22087238493723851,60990.01999999999
40.0,131355.98999999996,7051.57,830969.4149999999,-108839.44999999998,0.2400011848341232,124304.41999999995
