strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
14.5,1072135.4574000002,4054242.0588000007,8120701.231200001,-5656990.909200001,0.05433540127662626,-2982106.6014000005
15.0,42461061.238800004,7712387.103000001,289873200.2634,-18623253.603000004,0.5616167245721058,34748674.135800004
15.5,8288554.512000002,4468587.9966,32204829.655800004,-10117895.242800001,0.2852798592880395,3819966.515400002
16.0,27880933.220400006,3484046.4600000004,140083119.9678,-12394156.219800003,0.4700254257070178,24396886.760400005
16.5,5358668.364,355618.72020000004,17462142.775200002,-1320957.8472000002,0.42873490541591086,5003049.6438
17.0,24789741.368400004,1839489.735,96643160.38800001,-10575942.532200001,0.3728751747020203,22950251.633400004
17.5,2034097.2198000003,267330.33480000007,4612068.513,-1398328.1304000001,0.20163947153642114,1766766.8850000002
18.0,11155022.1072,151128.4074,35434560.44760001,-881711.8332000001,0.33427003083118356,11003893.6998
18.5,480208.20600000006,38981.561400000006,1219699.9980000001,-272928.8154,0.1979837130227814,441226.64460000006
19.0,6574257.346200001,86187.2682,20043412.084200002,-721078.155,0.2623430734927258,6488070.078000002
