strike,call_gex,put_gex,net_gex
22.0,163.71922940185254,159.7405705210122,3.9786588808403565
23.0,9386.493737970333,5861.01038851424,3525.4833494560935
24.0,47955.053638758014,211365.2760292794,-163410.22239052138
25.0,5661380.370316585,4945001.428878529,716378.9414380556
26.0,4403519.235846553,5777682.343749019,-1374163.1079024663
27.0,21856281.671971936,22968128.80201928,-1111847.1300473437
28.0,12605104.38636135,4943300.342535482,7661804.043825868
29.0,4680647.227949211,1846513.809334976,2834133.4186142357
30.0,8925935.434504664,1198899.2986330667,7727036.135871597
31.0,447046.1685329731,42101.31094013511,404944.857592838
32.0,123440.39306072227,5517.354979103507,117923.03808161877
