strike,call_gex,put_gex,call_dex,put_dex,net_gex
6.0,3058519.548,2944193.364,6354269.152000001,-1343854.456,114326.18399999989
6.5,3660750.7580000004,6359854.256,1869553.686,-2959928.7760000005,-2699103.4979999997
7.0,21184489.634,425600.322,7860797.0,-4245060.022,20758889.312
7.5,1332388.148,2339.19,763491.218,-6894.523999999999,1330048.958
