strike,call_gex,put_gex,call_dex,put_dex,net_gex
5.5,42192.876000000004,688319.268,4289325.192,-202960.32,-646126.392
6.0,2447806.9080000003,2574266.6040000003,6398246.496,-1164461.304,-126459.696
6.5,6203688.3719999995,8059258.4399999995,3035898.3000000003,-2809612.68,-1855570.068
7.0,20207511.612,421470.83999999997,5879828.904,-4059404.196,19786040.772
