strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
21.0,1.1903284173954805e-34,5.959915917496834e-34,0.0,0.0,-4.7695875001013535e-34,0.0
21.5,8.649703999485683e-29,2.549500253848405e-26,0.0,0.0,-2.5408505498489196e-26,0.0
22.0,2.23670891463314e-19,1.9429248518943502e-18,0.0,0.0,-1.7192539604310362e-18,0.0
22.5,8.331449843257294e-15,9.222053102364107e-14,0.0,0.0,-8.388908118038378e-14,0.0
23.0,4.3404491637865053e-08,3.017626904307318e-07,0.0,0.0,-2.5835819879286675e-07,0.0
23.5,2.1103128289604208e-05,0.004215110067572422,0.0,0.0,-0.0041940069392828174,0.0
24.0,3.692221893919153,7.371160024953185,0.0,0.0,-3.678938131034032,0.0
24.5,76.56179228883444,946.7519192790016,0.0,0.0,-870.1901269901672,0.0
25.0,142424.91170073173,779805.1393810535,0.0,0.0,-637380.2276803218,0.0
25.5,470649.86168450833,3071924.176582061,0.0,0.0,-2601274.314897553,0.0
26.0,12138853.352434846,40798270.080520086,0.0,0.0,-28659416.728085242,0.0
26.5,3971944.018188344,13492164.928624112,0.0,0.0,-9520220.910435768,0.0
27.0,4913938.811948768,16854168.327183735,0.0,0.0,-11940229.515234966,0.0
27.5,180411.35526561787,337122.7895158571,0.0,0.0,-156711.43425023925,0.0
28.0,14745.032455187711,15359.577268236391,0.0,0.0,-614.5448130486802,0.0
28.5,100.19219081750808,52.07076531993315,0.0,0.0,48.121425497574926,0.0
29.0,0.32272442718402167,0.20388236260725143,0.0,0.0,0.11884206457677024,0.0
29.5,0.0005181489372014946,8.511287873232887e-05,0.0,0.0,0.0004330360584691658,0.0
30.0,3.314852015349506e-07,6.395555552367781e-08,0.0,0.0,2.675296460112728e-07,0.0
30.5,9.75013348987239e-12,3.058798445684426e-12,0.0,0.0,6.691335044187964e-12,0.0
31.0,1.3203288624703981e-15,1.660385838693021e-16,0.0,0.0,1.154290278601096e-15,0.0
