strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
22.0,1.2224913517978802e-38,1.0905813410158393e-38,0.0,0.0,1.319100107820409e-39,0.0
23.0,4.49909271037628e-20,2.6800781713259484e-20,0.0,0.0,1.819014539050332e-20,0.0
23.5,2.022946467265065e-15,2.0364327770468325e-13,0.0,0.0,-2.0162033123741818e-13,0.0
24.0,1.8355517882863482e-07,9.529337243943787e-07,0.0,0.0,-7.693785455657439e-07,0.0
24.5,0.0006724370172067654,0.02384778103964464,0.0,0.0,-0.023175344022437875,0.0
25.0,967.9344586212671,1231.487218081809,0.0,0.0,-263.5527594605419,0.0
25.5,5928.838577252302,128648.19605127593,0.0,0.0,-122719.35747402362,0.0
26.0,2783513.418537996,13089102.082504362,0.0,0.0,-10305588.663966365,0.0
26.5,11214253.598213205,33142006.81493092,0.0,0.0,-21927753.216717713,0.0
27.0,58719300.40821039,66861363.22507895,0.0,0.0,-8142062.8168685585,0.0
27.5,2500603.7612883416,1254129.5651338072,0.0,0.0,1246474.1961545344,0.0
28.0,139811.05998710197,46045.957448045876,0.0,0.0,93765.1025390561,0.0
28.5,262.43447704622406,15.49053738610773,0.0,0.0,246.94393966011634,0.0
29.0,0.21597469342957737,0.05031301940188217,0.0,0.0,0.16566167402769522,0.0
29.5,1.1945133017366873e-05,7.909117989941551e-07,0.0,0.0,1.1154221218372717e-05,0.0
30.0,2.2730904336700847e-09,2.7960904064057626e-10,0.0,0.0,1.9934813930295083e-09,0.0
30.5,2.0211965406880548e-15,5.219052100368218e-17,0.0,0.0,1.9690060196843728e-15,0.0
31.0,1.1178757314349925e-20,8.666021725798494e-22,0.0,0.0,1.0312155141770075e-20,0.0
31.5,1.7304916878607343e-27,2.6598396677847134e-30,0.0,0.0,1.7278318481929497e-27,0.0
32.0,2.8864120761498595e-33,8.859201052199216e-35,0.0,0.0,2.7978200656278674e-33,0.0
