strike,put_gex,put_dex,net_greek_delta,call_gex,call_dex,net_gex
6495.0,13125.067380000002,-1251026.1592199998,-0.015747826086956518,0.0,0.0,-13125.067380000002
6500.0,469393.85709000006,-33014172.773934,-0.010856815084052703,0.0,0.0,-469393.85709000006
6505.0,5526.34416,-567279.2280240001,-0.015792307692307692,0.0,0.0,-5526.34416
6510.0,33779.778678,-2867965.3811339997,-0.013701980198019801,0.0,0.0,-33779.778678
6515.0,10016.498790000001,-445077.9427859999,-0.005506837606837607,0.0,0.0,-10016.498790000001
6520.0,26111.976156,-1635797.87136,-0.008969696969696971,0.0,0.0,-26111.976156
6525.0,64658.226672000004,-7714223.812943999,-0.017558490566037734,0.0,0.0,-64658.226672000004
6530.0,170349.558732,-12120378.011712,-0.00821807962529274,0.0,0.0,-170349.558732
6535.0,2279.616966,-306573.9422759999,-0.014316129032258063,0.0,0.0,-2279.616966
6540.0,353271.55042800005,-16840704.875976004,-0.010238891222175556,0.0,0.0,-353271.55042800005
6545.0,16648.111782,-1210407.5296439999,-0.014601666666666667,0.0,0.0,-16648.111782
6550.0,272241.52918199997,-14847145.299557999,-0.011687275693311582,0.0,0.0,-272241.52918199997
6555.0,71013.522456,-6100047.76311,-0.019493377483443708,0.0,0.0,-71013.522456
6560.0,94293.24723,-7889892.47793,-0.019932809773123908,0.0,0.0,-94293.24723
6565.0,18720.490842,-1862101.6647120002,-0.026427450980392158,0.0,0.0,-18720.490842
6570.0,106243.966476,3831621.644034001,0.0076295735900962875,0.0,0.0,-106243.966476
6575.0,118954.558044,-10540119.899160001,-0.020076315789473685,0.0,0.0,-118954.558044
6580.0,265402.678284,-10519257.949956002,-0.009499563318777294,0.0,0.0,-265402.678284
6585.0,182300.277978,-6483852.365021999,-0.01116064209274673,0.0,0.0,-182300.277978
6590.0,357830.78435999993,-26008011.806489997,-0.022653128760529485,0.0,0.0,-357830.78435999993
6595.0,53467.379748,-4557576.028752001,-0.02881048034934498,0.0,0.0,-53467.379748
6600.0,618536.070108,-34613565.85314,-0.01764330985915493,0.0,0.0,-618536.070108
6605.0,61411.499478,-5665884.35004,-0.031186311787072242,0.0,0.0,-61411.499478
6610.0,123651.95057999998,-9464071.611906,-0.029913318777292572,0.0,0.0,-123651.95057999998
6615.0,64589.14737,-5812125.232373999,-0.03104686346863468,0.0,0.0,-64589.14737
6620.0,483416.955396,-44089726.34289599,-0.04398676774638181,0.0,0.0,-483416.955396
6625.0,388294.756542,-30586242.54654,-0.03377345537757437,0.0,0.0,-388294.756542
6630.0,177257.488932,-13423628.123243999,-0.03817721021611002,0.0,0.0,-177257.488932
6635.0,126967.75707599998,-9531285.772752,-0.03611937172774869,0.0,0.0,-126967.75707599998
6640.0,474851.121948,10257654.633281998,0.011198416289592766,0.0,0.0,-474851.121948
6645.0,113082.81737399999,-10232026.21224,-0.05107586206896552,0.0,0.0,-113082.81737399999
6650.0,784188.236304,-64203546.706236,-0.051207603305785124,0.0,0.0,-784188.236304
6655.0,70737.205248,-5364974.910527999,-0.04387796610169491,0.0,0.0,-70737.205248
6660.0,228099.855204,-20554131.834288,-0.05313285714285714,0.0,0.0,-228099.855204
6665.0,191902.30095599996,-15013557.338076,-0.04829733333333334,0.0,0.0,-191902.30095599996
6670.0,368330.83826399996,-11735744.458176002,-0.019239864099660248,0.0,0.0,-368330.83826399996
6675.0,309751.59016799997,-21728410.888985995,-0.0470168908819133,0.0,0.0,-309751.59016799997
6680.0,237909.116088,-4412923.970363997,-0.01298414634146341,0.0,0.0,-237909.116088
6685.0,181125.92984399997,-15011070.483204,-0.06316918604651163,0.0,0.0,-181125.92984399997
6690.0,356518.277622,-27259176.124314003,-0.05597262411347517,0.0,0.0,-356518.277622
6695.0,406048.137156,-31653103.286628,-0.06328922651933701,0.0,0.0,-406048.137156
6700.0,2726974.525752,-209872176.10246798,-0.07058861524163569,0.0,0.0,-2726974.525752
6705.0,355067.61228,-29530434.494772,-0.07858198529411764,0.0,0.0,-355067.61228
6710.0,600160.975776,-49485925.097927995,-0.08234068965517241,0.0,0.0,-600160.975776
6715.0,421452.821502,-28933105.770377994,-0.06934420529801325,0.0,0.0,-421452.821502
6720.0,388916.47026,32479291.738548,0.07404314960629921,0.0,0.0,-388916.47026
6725.0,930221.880732,-76156960.045014,-0.0941466268146883,0.0,0.0,-930221.880732
6730.0,417377.14268399996,-33311766.406949997,-0.09185238095238095,0.0,0.0,-417377.14268399996
6735.0,521479.65079799993,-49471763.84101799,-0.12158896434634973,0.0,0.0,-521479.65079799993
6740.0,404182.99600199994,-29217228.939503998,-0.08829895615866389,0.0,0.0,-404182.99600199994
6745.0,249307.200918,-21051502.808688,-0.11328773234200745,0.0,0.0,-249307.200918
6750.0,1478711.538612,-75783862.73491201,-0.06839501246882793,0.0,0.0,-1478711.538612
6755.0,178500.916368,1025205.9209819995,0.00723951219512195,0.0,0.0,-178500.916368
6760.0,710826.01758,87819825.83958001,0.14078516057585824,0.0,0.0,-710826.01758
6765.0,748543.3164720001,-61885936.124136,-0.12743499288762447,0.0,0.0,-748543.3164720001
6770.0,593529.362784,-46630601.229059994,-0.12228804347826085,0.0,0.0,-593529.362784
6775.0,3225934.324098,-266057273.74975199,-0.13899227715626128,0.0,0.0,-3225934.324098
6780.0,1684775.096478,-130355820.52189201,-0.12681760752688173,0.0,0.0,-1684775.096478
6785.0,282258.027972,6119459.046971999,0.032213090909090906,0.0,0.0,-282258.027972
6790.0,555950.2224959999,-31320002.892384,-0.09921050328227572,0.0,0.0,-555950.2224959999
6795.0,748681.475076,-49981845.406986,-0.12738433098591548,0.0,0.0,-748681.475076
6800.0,2892972.088458,-104369914.092042,-0.06772169430748542,0.0,0.0,-2892972.088458
6805.0,1498606.3775880001,-92001195.98964003,-0.12793659942363114,0.0,0.0,-1498606.3775880001
6810.0,708960.876426,-22449875.119074002,-0.06335029239766082,0.0,0.0,-708960.876426
6815.0,1840756.1603939997,-155618466.65980202,-0.18602402972749793,0.0,0.0,-1840756.1603939997
6820.0,937889.6832539999,-11910307.854329996,-0.02640352220520673,0.0,0.0,-937889.6832539999
6825.0,2362235.811192,-122321897.699292,-0.12078758526603003,0.0,0.0,-2362235.811192
6830.0,1799032.261986,-45951551.69040002,-0.06211017740429506,0.0,0.0,-1799032.261986
6835.0,1273062.4565579998,-27531003.17768401,-0.05558465829846584,0.0,0.0,-1273062.4565579998
6840.0,1415296.7393760001,32297336.857079998,0.06413443072702335,0.0,0.0,-1415296.7393760001
6845.0,1894085.381538,-68161376.235024,-0.0993667673716012,0.0,0.0,-1894085.381538
6850.0,5705812.186596,-162111437.492688,-0.08496538740043447,0.0,0.0,-5705812.186596
6855.0,1239835.3122959998,-353824.1848440021,-0.0008923344947735316,0.0,0.0,-1239835.3122959998
6860.0,2568092.131152,-88052070.45290402,-0.10969466437177283,0.0,0.0,-2568092.131152
6865.0,1310019.8831280002,35313477.341004,0.09849749518304432,0.0,0.0,-1310019.8831280002
6870.0,3046811.6940119998,-46512199.30543199,-0.05276771159874607,0.0,0.0,-3046811.6940119998
6875.0,3112644.268818,-185113463.47264796,-0.19953268801191362,0.0,0.0,-3112644.268818
6880.0,5376994.709076,-269473176.15435004,-0.18143837209302324,0.0,0.0,-5376994.709076
6885.0,1498951.774098,29096547.39890999,0.08007699619771862,0.0,0.0,-1498951.774098
6890.0,2307386.845404,-82295139.58282799,-0.13370527497194165,0.0,0.0,-2307386.845404
6895.0,1807114.54032,20407960.031256016,0.04851034482758622,0.0,0.0,-1807114.54032
6900.0,31790709.256211996,1446052917.0054603,0.20695234799802276,0.0,0.0,-31790709.256211996
6905.0,15387621.758405998,889714606.9908239,0.2512114686951433,0.0,0.0,-15387621.758405998
6910.0,2944850.64426,214353.07410603762,0.0003189105858171024,0.0,0.0,-2944850.64426
6915.0,1190374.532064,4086593.3477160037,0.015567894736842098,0.0,0.0,-1190374.532064
6920.0,3160032.6699899994,-4403943.661103994,-0.006118234165067185,0.0,0.0,-3160032.6699899994
6925.0,5038713.367182,-244345165.57603794,-0.20685198830409357,0.0,0.0,-5038713.367182
6930.0,4926045.0256199995,68205863.30551197,0.06671324324324324,0.0,0.0,-4926045.0256199995
6935.0,3968951.29641,171921734.566218,0.22895666973321066,0.0,0.0,-3968951.29641
6940.0,3304684.7283779997,-55931714.76754801,-0.0763843396226415,0.0,0.0,-3304684.7283779997
6945.0,2238998.336424,-63061527.685572006,-0.12075211640211643,0.0,0.0,-2238998.336424
6950.0,7920218.2915079985,45236788.15260598,0.025283899613899614,0.0,0.0,-7920218.2915079985
6955.0,1793229.600618,85054166.904708,0.21155567010309279,0.0,0.0,-1793229.600618
6960.0,4704714.942012,83590790.97113998,0.07483426097711811,0.0,0.0,-4704714.942012
6965.0,3141104.941242,5195592.462024007,0.0067942186088527715,0.0,0.0,-3141104.941242
6970.0,6023300.658588,185990632.449444,0.12327939560439562,0.0,0.0,-6023300.658588
6975.0,3791486.5695720003,103961793.57582599,0.0999975415282392,0.0,0.0,-3791486.5695720003
6980.0,6673682.286918,245740912.872948,0.12565785941363478,0.0,0.0,-6673682.286918
6985.0,1816854.721902,65413816.077276,0.11548024390243902,0.0,0.0,-1816854.721902
6990.0,2109129.2486639996,32540081.524308,0.04176010638297872,0.0,0.0,-2109129.2486639996
6995.0,4770547.516818,158319329.20939797,0.08312836416394632,0.0,0.0,-4770547.516818
7000.0,7118552.991798,16550364.569669977,0.004968581501451677,0.0,0.0,-7118552.991798
7005.0,1821068.559324,44745012.601668,0.044063537414965985,0.0,0.0,-1821068.559324
7010.0,999093.944826,1333092.3699959982,0.0020442796610169456,0.0,0.0,-999093.944826
7015.0,780388.874694,13577744.046006,0.023427056019070323,0.0,0.0,-780388.874694
7020.0,758352.5773559998,11676957.972174,0.017534958506224062,0.0,0.0,-758352.5773559998
7025.0,2222142.986736,38295976.204854,0.014485941991115756,0.0,0.0,-2222142.986736
7030.0,1215104.92218,6126366.977172002,0.003527684964200478,0.0,0.0,-1215104.92218
7035.0,1048071.1699439998,6396881.5238040015,0.004119306049822064,0.0,0.0,-1048071.1699439998
7040.0,5282563.303241999,109473492.92380203,0.013171135305851065,0.0,0.0,-5282563.303241999
7045.0,115638.75154799999,2227462.0929900003,0.00992153846153846,0.0,0.0,-115638.75154799999
7050.0,4678810.203762,-93271495.274118,-0.009482470679120726,0.0,0.0,-4678810.203762
7055.0,125724.32964000001,3374731.140606,0.008021839080459772,0.0,0.0,-125724.32964000001
7060.0,870330.125898,-14075391.337613996,-0.0040964414957780455,0.0,0.0,-870330.125898
7065.0,120819.69919800002,2047026.9561659999,0.004517225609756097,0.0,0.0,-120819.69919800002
7070.0,338972.13491400005,7981008.077268001,0.003147207845273767,0.0,0.0,-338972.13491400005
7075.0,387534.88422,-20705553.664272,-0.009138292682926829,0.0,0.0,-387534.88422
7080.0,205856.31996000002,3487330.402866,0.0023869030732860523,0.0,0.0,-205856.31996000002
7085.0,47181.163266,1176213.2751540001,0.0035399168399168402,0.0,0.0,-47181.163266
7090.0,84276.74844,1987066.12203,0.002381208609271523,0.0,0.0,-84276.74844
7095.0,22381.693848,653213.879712,0.0029185185185185186,0.0,0.0,-22381.693848
7100.0,109836.09017999998,-35330885.32510801,-0.02749752688172043,0.0,0.0,-109836.09017999998
7105.0,0.0,0.0,0.0,0.0,0.0,0.0
7110.0,83862.272628,2012694.5430719997,0.0024,0.0,0.0,-83862.272628
7115.0,0.0,0.0,0.0,0.0,0.0,0.0
7120.0,105691.33206,622059.1145100001,0.0006003333333333335,0.0,0.0,-105691.33206
7125.0,3039.4892879999998,-4144.758119999897,-3.8095238095238128e-06,0.0,0.0,-3039.4892879999998
7130.0,0.0,1281144.734892,0.0022,0.0,0.0,0.0
7135.0,0.0,0.0,0.0,0.0,0.0,0.0
7140.0,690.7930200000001,537644.207466,0.0009939974457215835,0.0,0.0,-690.7930200000001
7145.0,0.0,0.0,0.0,0.0,0.0,0.0
7150.0,30394.892879999996,-24706074.201696,-0.026512083024462566,0.0,0.0,-30394.892879999996
7155.0,0.0,0.0,0.0,0.0,0.0,0.0
7160.0,0.0,279080.38008,0.002,0.0,0.0,0.0
7170.0,0.0,0.0,0.0,0.0,0.0,0.0
7175.0,1243.427436,117296.65479599999,0.00016647058823529408,0.0,0.0,-1243.427436
7180.0,0.0,0.0,0.0,0.0,0.0,0.0
7190.0,0.0,0.0,0.0,0.0,0.0,0.0
7200.0,1105.268832,-176566.69591200026,-0.0002852678571428573,0.0,0.0,-1105.268832
7210.0,0.0,0.0,0.0,0.0,0.0,0.0
7220.0,0.0,0.0,0.0,0.0,0.0,0.0
7225.0,0.0,427739.037984,0.0015999999999999999,0.0,0.0,0.0
7250.0,0.0,476647.1838,0.0015,0.0,0.0,0.0
7275.0,0.0,782392.174452,0.0014,0.0,0.0,0.0
7300.0,0.0,386844.09119999997,0.0013999999999999998,0.0,0.0,0.0
7325.0,345.39651000000003,-370955.8517400001,-0.0018710801393728223,0.0,0.0,-345.39651000000003
7350.0,0.0,36404.792153999995,0.0006349397590361445,0.0,0.0,0.0
7375.0,276.317208,-596361.614166,-0.014388333333333333,0.0,0.0,-276.317208
7400.0,552.634416,-1223532.597024,-0.01884255319148936,0.0,0.0,-552.634416
7425.0,0.0,12917.829473999998,0.0006448275862068966,0.0,0.0,0.0
7450.0,0.0,6217.13718,0.0006923076923076924,0.0,0.0,0.0
7500.0,1036.1895299999999,-3177440.654094,-0.08069649122807017,0.0,0.0,-1036.1895299999999
7600.0,0.0,14644.812024,0.0005047619047619049,0.0,0.0,0.0
7800.0,138.158604,-647825.694156,-0.058612500000000005,0.0,0.0,-138.158604
