strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
58.0,9.952321206566092e-113,2.5591683102598523e-113,0.0,0.0,7.393152896306239e-113,0.0
59.0,4.0111019778752394e-96,7.139761520617927e-95,0.0,0.0,-6.738651322830403e-95,0.0
60.0,4.798849996055552e-78,1.7601558108275954e-78,0.0,0.0,3.0386941852279564e-78,0.0
61.0,2.219084749239263e-64,5.17054070284792e-64,0.0,0.0,-2.951455953608657e-64,0.0
61.5,5.589287398238351e-60,2.7946436991191757e-59,0.0,0.0,-2.2357149592953407e-59,0.0
62.0,5.5713997671897845e-52,1.527641871648812e-51,0.0,0.0,-9.705018949298335e-52,0.0
62.5,9.313395789551486e-48,1.5832772842237528e-46,0.0,0.0,-1.490143326328238e-46,0.0
63.0,3.571107057321576e-41,2.9884527479691084e-40,0.0,0.0,-2.631342042236951e-40,0.0
63.5,1.8794215285961077e-35,4.4318791451354156e-35,0.0,0.0,-2.552457616539308e-35,0.0
64.0,4.789362939836592e-30,5.834598499996369e-30,0.0,0.0,-1.0452355601597768e-30,0.0
64.5,3.1922283200685776e-26,7.980570800171443e-26,0.0,0.0,-4.788342480102865e-26,0.0
65.0,6.740403266317076e-21,3.024730018320905e-21,0.0,0.0,3.71567324799617e-21,0.0
65.5,7.784120709435657e-19,3.0566913029735137e-18,0.0,0.0,-2.278279232029948e-18,0.0
66.0,4.955018746867406e-14,3.5477461194754694e-14,0.0,0.0,1.4072726273919364e-14,0.0
66.5,4.186301768589867e-12,7.098511694565427e-12,0.0,0.0,-2.91220992597556e-12,0.0
67.0,4.112153501864348e-08,2.6500544789792463e-08,0.0,0.0,1.462099022885102e-08,0.0
67.5,1.620745681369896e-05,1.7894581157787077e-05,0.0,0.0,-1.6871243440881157e-06,0.0
68.0,0.004617928412479942,0.004482934159252759,0.0,0.0,0.0001349942532271834,0.0
68.5,0.4053893882363735,0.10854360838873314,0.0,0.0,0.2968457798476404,0.0
69.0,12.913832212411705,22.05546606803999,0.0,0.0,-9.141633855628285,0.0
69.5,237.57965985278776,201.26835812856254,0.0,0.0,36.31130172422522,0.0
70.0,44824.44477678091,22939.467110986603,0.0,0.0,21884.977665794308,0.0
70.5,255720.6367997968,122605.78476702586,0.0,0.0,133114.85203277093,0.0
71.0,581193.6135389062,551641.3959013347,0.0,0.0,29552.217637571506,0.0
71.5,1177194.5172518033,671312.5556629427,0.0,0.0,505881.9615888606,0.0
72.0,7995870.528739662,3054647.3254873906,0.0,0.0,4941223.203252271,0.0
72.5,3090146.4821259733,642968.6879581155,0.0,0.0,2447177.7941678576,0.0
73.0,3427263.2722191317,4516445.321836992,0.0,0.0,-1089182.0496178605,0.0
74.0,441100.2370167586,53737.331551458235,0.0,0.0,387362.90546530037,0.0
75.0,7994.3457829817435,534.1588209732681,0.0,0.0,7460.186962008475,0.0
76.0,2.9829400396797814,0.5292312973625418,0.0,0.0,2.4537087423172395,0.0
77.0,0.0003697542177902048,1.6278487575669393e-05,0.0,0.0,0.0003534757302145354,0.0
78.0,2.1523026219231945e-08,4.3868588472319883e-10,0.0,0.0,2.1084340334508747e-08,0.0
79.0,2.5974526288666468e-14,1.7550355600450315e-16,0.0,0.0,2.5799022732661966e-14,0.0
80.0,1.4974473783416545e-19,6.406772684710487e-21,0.0,0.0,1.4333796514945497e-19,0.0
81.0,3.845594126292682e-27,8.299843438041759e-29,0.0,0.0,3.762595691912264e-27,0.0
82.0,1.2175209640603788e-33,8.322295197374742e-35,0.0,0.0,1.1342980120866313e-33,0.0
83.0,4.612263185358672e-42,0.0,0.0,0.0,4.612263185358672e-42,0.0
84.0,9.033778249011972e-51,6.273457117369425e-52,0.0,0.0,8.406432537275029e-51,0.0
85.0,4.4298707932649945e-59,2.092450489906276e-60,0.0,0.0,4.220625744274367e-59,0.0
86.0,6.077151256016153e-70,0.0,0.0,0.0,6.077151256016153e-70,0.0
