strike,call_gex,put_gex,net_gex
10.5,0.0,4785.885,-4785.885
11.0,0.0,8262.000000000002,-8262.000000000002
11.5,3188.1600000000003,76665.285,-73477.125
12.0,0.0,871225.4700000002,-871225.4700000002
12.5,606430.8000000002,1221777.27,-615346.4699999999
13.0,5407029.449999999,615906.5850000001,4791122.864999999
13.5,1359767.2500000002,554834.61,804932.6400000002
