strike,call_gex,put_gex,net_gex
23.5,4882.924,59661.348,-54778.424
24.0,693755.234,4809926.2,-4116170.966
24.5,20647.167999999998,674797.678,-654150.51
25.0,11865609.212,20247705.994,-8382096.782
25.5,145634.712,2808988.152,-2663353.44
26.0,4776563.198,14378699.278,-9602136.080000002
26.5,824191.6400000001,3994934.47,-3170742.83
27.0,17230578.422,19097263.4,-1866684.9780000001
27.5,2645082.118,1546700.352,1098381.7659999998
28.0,13630206.629999999,4645254.646,8984951.984
28.5,3986762.544,325438.956,3661323.5880000005
29.0,10324877.182,1915281.828,8409595.354
29.5,1287779.616,15425.228000000001,1272354.388
30.0,20967970.092,2527522.852,18440447.240000002
30.5,493998.258,0.0,493998.258
31.0,4234129.396,247815.22799999997,3986314.1679999996
