strike,call_gex,put_gex,net_gex
29.0,0.0,0.3268322992543753,-0.3268322992543753
30.0,0.5992926126881352,26.069228651933877,-25.46993603924574
31.0,0.0,71.19257104019599,-71.19257104019599
32.0,32.588477910618444,423.65021283803975,-391.0617349274213
33.0,0.0,3715.701955463166,-3715.701955463166
34.0,831.7652319092072,10812.948014819693,-9981.182782910486
35.0,5950.668281082317,3719.1676756764477,2231.500605405869
36.0,11469.66530258354,7058.255570820639,4411.409731762901
37.0,5021.90098053526,7174.144257907514,-2152.243277372254
38.0,4120.709810325456,8653.490601683457,-4532.780791358002
39.0,1202.50509559908,1374.2915378275197,-171.78644222843968
40.0,1704.728284119056,586.0003476659255,1118.7279364531305
41.0,150.80568357281086,276.4770865501533,-125.67140297734241
42.0,50.63583876972074,11.508145174936534,39.127693594784205
