strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
8.5,6993.450156000001,95850.73334100001,22984.140058,-43761.769095,-0.04434979166666666,-88857.28318500001
9.0,596223.2491710001,1958208.793794,1231600.625013,-1481149.7305440002,-0.04288455216370343,-1361985.544623
9.5,2352970.081077,742934.905812,1888888.8007220002,-846907.184783,0.18985795838520364,1610035.1752650002
10.0,2033187.3207910003,0.0,1279125.1849640002,-1401033.576833,-0.015515813664596255,2033187.3207910003
10.5,363755.64467000007,4997.175997,224489.53528100002,-41874.907899000005,0.08670037071362373,358758.46867300005
11.0,428355.654265,21222.601114,284567.500283,-178947.87787800003,0.024621956769055736,407133.053151
