strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
16.0,80182.67800000001,597261.0675,1033798.987,-1982590.6945000002,-0.08960665258711722,-517078.3895
16.5,54777.582500000004,175608.78600000002,574513.323,-614830.1455,-0.012534762456546932,-120831.20350000002
17.0,189409.86700000003,605130.628,1643545.5045,-2328158.1345,-0.06726107652874405,-415720.761
17.5,54855.849500000004,160078.377,397901.97400000005,-588176.505,-0.08014599686028256,-105222.5275
18.0,667902.6255000001,578531.029,4652233.340500001,-2557040.6585000004,0.147395385422129,89371.5965000001
18.5,116526.5185,124895.497,636934.9825,-562499.3385000001,0.030631901840490756,-8368.978499999997
19.0,456171.7555000001,357057.7810000001,2730023.773,-1921031.8355000003,0.08740185222468291,99113.97450000001
19.5,161915.788,24840.455,745267.6915000001,-143998.2355,0.32137051792828686,137075.33299999998
20.0,1515755.992,300487.5115,7709459.761000001,-1929043.022,0.27712981327615477,1215268.4805
20.5,121720.09300000001,22116.018000000004,506957.721,-140528.3985,0.23892466585662214,99604.07500000001
21.0,564075.8595,210692.90050000002,2247308.3235000004,-1651767.2665000001,0.06555528205128207,353382.95900000003
21.5,153861.741,36442.606,539522.3835,-301881.4095,0.10627,117419.13500000001
