strike,call_gex,put_gex,net_gex
34.0,4773.0,32345.03,-27572.03
34.8,49877.85,30006.260000000002,19871.589999999997
35.0,18507.307500000003,192184.84499999997,-173677.53749999998
35.8,107042.48000000001,97488.525,9553.955000000016
36.0,18797.665,19056.2025,-258.53749999999854
36.8,199829.6,50880.18,148949.42
37.0,32042.739999999994,48406.175,-16363.435000000009
37.8,202033.13499999998,59829.555,142203.58
38.0,31641.012499999993,6753.795,24887.21749999999
38.8,978437.1575,60159.6875,918277.47
39.0,113104.19,5274.165,107830.02500000001
39.8,902184.505,141006.35249999998,761178.1525000001
40.0,1173788.0924999998,14796.3,1158991.7924999997
40.8,551579.8125,36585.045,514994.7675
41.0,123334.32,5576.455,117757.865
41.8,35749.77,827.32,34922.45
42.0,281245.0475,1670.55,279574.4975
42.8,64594.600000000006,2577.4199999999996,62017.18000000001
43.0,37086.21000000001,214.785,36871.425
43.8,89457.9525,29353.95,60104.0025
44.0,37706.7,620.49,37086.21
44.8,19473.839999999997,0.0,19473.839999999997
45.0,169155.12,13622.9375,155532.1825
