strike,call_gex,put_gex,net_gex
32.8,0.0,142222.08,-142222.08
33.0,6033.664,33389.096,-27355.431999999997
33.8,154235.536,223330.22399999996,-69094.68799999997
34.0,5387.2,41127.424,-35740.224
34.8,103018.656,64784.928,38233.728
35.0,24773.423999999995,238152.71999999997,-213379.29599999997
35.8,194612.59999999998,151595.808,43016.79199999999
36.0,179382.216,22626.239999999998,156755.976
36.8,281812.1279999999,66855.15199999999,214956.9759999999
37.0,136249.984,56958.09599999999,79291.888
37.8,212120.99999999997,60706.048,151414.95199999996
38.0,154905.088,7930.727999999999,146974.36
38.8,999660.3759999998,51286.14399999999,948374.2319999998
39.0,55896.048,3801.8239999999996,52094.224
39.8,679364.3999999999,122828.15999999999,556536.2399999999
40.0,724432.1759999999,17162.079999999998,707270.0959999999
40.8,341817.83999999997,23549.76,318268.07999999996
41.0,84748.35199999998,5679.647999999999,79068.70399999998
41.8,14868.672,531.024,14337.648000000001
42.0,88515.544,1962.4799999999998,86553.064
42.8,34816.704,1723.904,33092.799999999996
43.0,16869.631999999998,253.968,16615.663999999997
43.8,59567.039999999986,16565.64,43001.39999999999
44.0,27967.263999999996,715.728,27251.535999999996
