strike,call_gex,put_gex,call_dex,put_dex,net_greek_delta,net_gex
63.0,40889.698864000005,161007.75129600003,2634838.587696,-978610.7689120001,0.12785167899829256,-120118.05243200003
63.5,0.0,14807.115568000001,0.0,-98366.34584,-0.11501293103448276,-14807.115568000001
64.0,6816.30152,121457.719264,343758.361632,-760307.00816,-0.05390916030534352,-114641.417744
64.5,333.257792,8736.220304,358486.586528,-38783.244192000006,0.4014962962962963,-8402.962512
65.0,177379.408976,315772.81736000004,7482692.500976001,-2340018.2480640006,0.22929148586456277,-138393.40838400004
65.5,191.69696000000002,47913.917856,101922.32444800001,-246865.13320000004,-0.07174708029197081,-47722.220896
66.0,136305.38611200004,271218.02008000005,4158787.393824,-2661466.0327359997,0.08914960491659348,-134912.633968
66.5,627.4388960000001,227247.16123199998,2022910.924944,-1063267.832928,0.10050741312741311,-226619.72233599998
67.0,150394.375376,168433.05931200003,4318872.787824,-1220174.006576,0.2682059987236758,-18038.683936000016
67.5,68531.66320000001,163900.90080000003,1926023.5948800002,-1441419.5783680002,0.06148475210477085,-95369.23760000002
68.0,329852.959072,458438.118768,7740771.906336,-3764446.1028159996,0.15904217045119437,-128585.15969599999
68.5,74811.21323200001,21246.658832,1534603.470624,-164853.48723200004,0.5292883190883191,53564.55440000001
69.0,513134.422528,487979.35760000005,11872605.970288003,-5160878.828448,0.1984124891020053,25155.064927999978
69.5,107543.469152,580995.8836640001,2373154.5421920004,-5012734.6804639995,-0.1326939214232765,-473452.41451200005
70.0,1017318.071616,397863.35400000005,21289026.809344005,-4047250.729536,0.3878133996683251,619454.717616
70.5,123227.22966400001,162994.02672000002,2429963.936288,-1443847.4940960002,0.12281698806244262,-39766.79705600001
71.0,1069366.008144,69266.01001600001,17387535.075232003,-955469.996656,0.5524772186415469,1000099.9981280001
71.5,146850.9308,13358.328928000003,2435624.15768,-162830.347008,0.5172159395973155,133492.601872
72.0,615126.7900960001,684574.9122240001,11464915.197904002,-8031374.175552,0.0876187582314205,-69448.12212800002
72.5,240550.19296000001,28072.5452,4460500.713760001,-378109.71956800006,0.46883801862828106,212477.64776000002
73.0,314834.239552,24433.98944,6549529.3948,-375516.649536,0.4894131502045587,290400.25011200004
73.5,192412.87441600004,21571.069072000002,3056867.5553920004,-345488.058048,0.420762471395881,170841.80534400002
74.0,509241.49964800006,48772.1304,8687125.975248002,-905701.77936,0.41997624353362506,460469.36924800003
74.5,224978.50144000002,9985.199728000001,2954527.921408,-156109.156672,0.44758443396226416,214993.30171200001
75.0,1102654.922544,322746.90022400004,17686699.562896002,-6122233.184480001,0.2399047262159682,779908.02232
75.5,68918.00630400001,3650.3524960000004,891739.6050080002,-83488.449856,0.38736289752650177,65267.65380800001
76.0,355376.672,45562.68091200001,5091723.412832,-865752.870192,0.3318885350318472,309813.991088
76.5,7316.925504,314.088096,147202.62099199998,-7546.961856000002,0.43049090909090904,7002.837407999999
77.0,301885.8472,104157.80592,4498568.043536001,-2158235.7073760005,0.1648084112149533,197728.04128
77.5,4250.51144,0.0,75306.67614400001,0.0,0.4440826086956522,4250.51144
78.0,194351.22560000003,62659.837856000006,2883091.3119680006,-1387958.2454080002,0.1596740157480315,131691.38774400004
79.0,45120.303312000004,44749.443424000005,651082.504128,-1091171.5373439998,-0.12461294363256781,370.85988799999905
80.0,887124.869344,22684.386032000002,12811587.816496,-568538.530448,0.34790148753404565,864440.483312
81.0,207397.67832,3306.035264,4853852.553536,-88296.357072,0.41116787531806614,204091.643056
82.0,62639.193568,504.310464,669057.780608,-14319.762912,0.28191301587301587,62134.883104
83.0,100790.57508800001,12594.490272000001,1497066.9939680002,-380652.6534720001,0.21849942279942283,88196.08481600002
84.0,31247.341776,2167.6502400000004,533912.8984000001,-69653.827712,0.27617456140350877,29079.691536000002
