strike,call_gex,put_gex,call_dex,put_dex,net_gex
52.0,361687.275,459780.3,14416151.175,-4383300.824999999,-98093.02499999997
52.5,24530.850000000002,22258.800000000003,869940.0,-117004.5,2272.0499999999993
53.0,482640.52499999997,276090.525,16854042.6,-2154225.375,206549.99999999994
53.5,20126.475,15248.25,606874.275,-91683.9,4878.2249999999985
54.0,347022.225,306386.55,10856213.325,-2721344.8499999996,40635.67499999999
54.5,67104.45000000001,51546.37500000001,1839473.55,-313883.10000000003,15558.075000000004
55.0,1114859.7,766701.45,32087688.3,-5644738.125,348158.25
55.5,29263.275,44979.3,639776.4750000001,-292359.375,-15716.025000000001
56.0,467301.14999999997,218882.25,10854700.65,-1343996.55,248418.89999999997
56.5,101707.65,106209.22499999999,1830227.4,-800800.425,-4501.574999999997
57.0,368448.75,182383.65000000002,7433758.800000001,-1450618.875,186065.09999999998
57.5,82705.05000000002,19901.699999999997,1396375.1999999997,-111755.69999999998,62803.35000000002
58.0,1294831.575,262707.3,24562865.250000004,-1923417.9,1032124.2749999999
58.5,42099.75,24931.800000000003,498307.95,-150902.99999999997,17167.949999999997
59.0,405360.45,132113.025,6396021.225,-1522577.25,273247.42500000005
59.5,85293.0,36705.149999999994,844400.7,-262731.60000000003,48587.850000000006
60.0,2333152.3499999996,313415.325,37758968.1,-3567391.8750000005,2019737.0249999997
60.5,137926.80000000002,59662.575000000004,1111773.5999999999,-456761.02499999997,78264.225
61.0,637042.725,347872.72500000003,8097817.050000001,-3540503.925,289169.99999999994
61.5,352872.44999999995,80979.75,2632540.5,-690940.125,271892.69999999995
62.0,637759.5750000001,329015.925,7082259.300000001,-4075334.7750000004,308743.6500000001
62.5,101075.84999999998,103955.4,709244.1,-992606.3999999999,-2879.5500000000175
63.0,259396.42500000002,56710.125,3621659.85,-950354.7750000001,202686.30000000002
63.5,27835.649999999998,704.7,168933.6,-7861.05,27130.949999999997
64.0,428524.42500000005,136292.625,3644046.225,-2593927.8000000003,292231.80000000005
64.5,21863.925,11056.499999999998,100055.25000000001,-145648.125,10807.425000000001
65.0,1140897.15,90918.44999999998,14118287.85,-1706455.3499999999,1049978.7
66.0,134397.225,2460.375,1228431.825,-49553.775,131936.85
67.0,195390.225,1287.9,2145355.875,-28874.475,194102.325
68.0,96021.45000000001,8796.6,1293507.225,-231250.94999999998,87224.85
69.0,42111.9,692.55,532163.925,-19209.15,41419.35
