strike,gamma,vanna,charm,oi,underlying,GEX,VannaExp,CharmExp,cum_gex
540,0.0,0,0,90232,680.645,0.0,0.0,0.0,0.0
545,0.0,0,0,7359,680.645,0.0,0.0,0.0,0.0
545,0.0,0,0,3189,680.645,0.0,0.0,0.0,0.0
550,0.0,0,0,26888,680.645,0.0,0.0,0.0,0.0
550,0.0,0,0,12708,680.645,0.0,0.0,0.0,0.0
555,0.0,0,0,17974,680.645,0.0,0.0,0.0,0.0
555,0.0,0,0,3255,680.645,0.0,0.0,0.0,0.0
560,0.001,0,0,2454,680.645,167030.283,0.0,0.0,167030.283
560,0.0,0,0,22588,680.645,0.0,0.0,0.0,167030.283
565,0.001,0,0,3439,680.645,234073.81549999997,0.0,0.0,401104.09849999996
565,0.001,0,0,19374,680.645,1318681.623,0.0,0.0,1719785.7215
570,0.001,0,0,15576,680.645,1060172.652,0.0,0.0,2779958.3734999998
570,0.001,0,0,11232,680.645,764500.464,0.0,0.0,3544458.8375
575,0.001,0,0,5050,680.645,343725.725,0.0,0.0,3888184.5625
575,0.001,0,0,29914,680.645,2036081.453,0.0,0.0,5924266.0155
580,0.001,0,0,23499,680.645,1599447.6855,0.0,0.0,7523713.700999999
580,0.001,0,0,6445,680.645,438675.7025,0.0,0.0,7962389.403499999
585,0.001,0,0,3217,680.645,218963.49649999998,0.0,0.0,8181352.899999999
585,0.001,0,0,84948,680.645,5781943.146000001,0.0,0.0,13963296.046
590,0.001,0,0,23797,680.645,1619730.9065,0.0,0.0,15583026.9525
590,0.001,0,0,3973,680.645,270420.2585,0.0,0.0,15853447.211000001
595,0.001,0,0,3918,680.645,266676.711,0.0,0.0,16120123.922
595,0.001,0,0,95718,680.645,6514997.811000001,0.0,0.0,22635121.733000003
600,0.001,0,0,47289,680.645,3218702.1405,0.0,0.0,25853823.873500004
600,0.002,0,0,19023,680.645,2589581.9669999997,0.0,0.0,28443405.840500005
605,0.002,0,0,17422,680.645,2371639.438,0.0,0.0,30815045.278500006
605,0.002,0,0,3462,680.645,471278.59800000006,0.0,0.0,31286323.876500007
610,0.002,0,0,4380,680.645,596245.02,0.0,0.0,31882568.896500006
610,0.002,0,0,29146,680.645,3967615.834,0.0,0.0,35850184.730500005
615,0.002,0,0,3030,680.645,412470.87,0.0,0.0,36262655.6005
615,0.002,0,0,17662,680.645,2404310.3979999996,0.0,0.0,38666965.998500004
620,0.003,0,0,24920,680.645,5088502.0200000005,0.0,0.0,43755468.01850001
620,0.003,0,0,5564,680.645,1136132.634,0.0,0.0,44891600.65250001
621,0.003,0,0,41,680.645,8371.933500000001,0.0,0.0,44899972.58600001
621,0.003,0,0,901,680.645,183978.34350000002,0.0,0.0,45083950.92950001
622,0.003,0,0,8,680.645,1633.548,0.0,0.0,45085584.477500014
622,0.003,0,0,870,680.645,177648.345,0.0,0.0,45263232.82250001
623,0.003,0,0,1446,680.645,295263.801,0.0,0.0,45558496.62350001
623,0.003,0,0,2,680.645,408.387,0.0,0.0,45558905.010500014
624,0.003,0,0,1413,680.645,288525.4155,0.0,0.0,45847430.426000014
624,0.003,0,0,1,680.645,204.1935,0.0,0.0,45847634.61950001
625,0.003,0,0,30878,680.645,6305086.892999999,0.0,0.0,52152721.51250001
625,0.003,0,0,3049,680.645,622585.9815,0.0,0.0,52775307.49400001
626,0.003,0,0,3,680.645,612.5805,0.0,0.0,52775920.07450001
626,0.003,0,0,747,680.645,152532.54450000002,0.0,0.0,52928452.61900001
627,0.003,0,0,53,680.645,10822.2555,0.0,0.0,52939274.874500014
627,0.003,0,0,2394,680.645,488839.239,0.0,0.0,53428114.113500014
628,0.003,0,0,809,680.645,165192.54150000002,0.0,0.0,53593306.655000016
628,0.003,0,0,84,680.645,17152.254,0.0,0.0,53610458.90900002
629,0.003,0,0,13,680.645,2654.5155,0.0,0.0,53613113.42450002
629,0.003,0,0,1096,680.645,223796.076,0.0,0.0,53836909.500500016
630,0.004,0,0,3804,680.645,1035669.432,0.0,0.0,54872578.93250002
630,0.004,0,0,31480,680.645,8570681.84,0.0,0.0,63443260.77250002
631,0.004,0,0,6,680.645,1633.548,0.0,0.0,63444894.32050002
631,0.004,0,0,713,680.645,194119.954,0.0,0.0,63639014.27450003
632,0.004,0,0,2643,680.645,719577.894,0.0,0.0,64358592.16850003
632,0.004,0,0,1,680.645,272.258,0.0,0.0,64358864.42650003
633,0.004,0,0,4,680.645,1089.032,0.0,0.0,64359953.45850003
633,0.004,0,0,842,680.645,229241.236,0.0,0.0,64589194.69450003
634,0.004,0,0,762,680.645,207460.596,0.0,0.0,64796655.29050003
634,0.004,0,0,4,680.645,1089.032,0.0,0.0,64797744.32250003
635,0.004,0,0,4628,680.645,1260010.024,0.0,0.0,66057754.346500024
635,0.004,0,0,39077,680.645,10639025.865999999,0.0,0.0,76696780.21250002
636,0.004,0,0,763,680.645,207732.854,0.0,0.0,76904513.06650002
636,0.004,0,0,703,680.645,191397.37400000004,0.0,0.0,77095910.44050002
637,0.004,0,0,16,680.645,4356.128,0.0,0.0,77100266.56850003
637,0.004,0,0,1336,680.645,363736.68799999997,0.0,0.0,77464003.25650002
638,0.005,0,0,828,680.645,281787.02999999997,0.0,0.0,77745790.28650002
638,0.005,0,0,7,680.645,2382.2575,0.0,0.0,77748172.54400001
639,0.005,0,0,8,680.645,2722.58,0.0,0.0,77750895.12400001
639,0.005,0,0,826,680.645,281106.385,0.0,0.0,78032001.50900002
640,0.005,0,0,47780,680.645,16260609.049999999,0.0,0.0,94292610.55900002
640,0.005,0,0,17025,680.645,5793990.5625,0.0,0.0,100086601.12150002
641,0.005,0,0,7,680.645,2382.2575,0.0,0.0,100088983.37900001
641,0.005,0,0,719,680.645,244691.8775,0.0,0.0,100333675.2565
642,0.005,0,0,11688,680.645,3977689.38,0.0,0.0,104311364.6365
642,0.005,0,0,683,680.645,232440.2675,0.0,0.0,104543804.904
643,0.006,0,0,7,680.645,2858.709,0.0,0.0,104546663.613
643,0.005,0,0,28055,680.645,9547747.737499999,0.0,0.0,114094411.3505
644,0.006,0,0,17436,680.645,7120635.732,0.0,0.0,121215047.0825
644,0.006,0,0,717,680.645,292813.47900000005,0.0,0.0,121507860.5615
645,0.006,0,0,8276,680.645,3379810.8119999995,0.0,0.0,124887671.3735
645,0.006,0,0,24950,680.645,10189255.65,0.0,0.0,135076927.0235
646,0.006,0,0,24434,680.645,9978527.958,0.0,0.0,145055454.9815
646,0.006,0,0,7,680.645,2858.709,0.0,0.0,145058313.6905
647,0.006,0,0,2,680.645,816.774,0.0,0.0,145059130.46449998
647,0.006,0,0,24468,680.645,9992413.115999999,0.0,0.0,155051543.58049998
648,0.006,0,0,727,680.645,296897.349,0.0,0.0,155348440.92949998
648,0.006,0,0,24,680.645,9801.288,0.0,0.0,155358242.21749997
649,0.007,0,0,19,680.645,9052.5785,0.0,0.0,155367294.79599997
649,0.007,0,0,7852,680.645,3741097.178,0.0,0.0,159108391.97399998
650,0.007,0,0,78638,680.645,37467193.057,0.0,0.0,196575585.03099996
650,0.007,0,0,28729,680.645,13687975.143499998,0.0,0.0,210263560.17449996
651,0.007,0,0,16,680.645,7623.224,0.0,0.0,210271183.39849997
651,0.007,0,0,10520,680.645,5012269.78,0.0,0.0,215283453.17849997
652,0.007,0,0,1360,680.645,647974.04,0.0,0.0,215931427.21849996
652,0.007,0,0,19,680.645,9052.5785,0.0,0.0,215940479.79699996
653,0.008,0,0,29,680.645,15790.964000000002,0.0,0.0,215956270.76099995
653,0.008,0,0,15538,680.645,8460689.608,0.0,0.0,224416960.36899996
654,0.008,0,0,14503,680.645,7897115.5479999995,0.0,0.0,232314075.91699997
654,0.008,0,0,37,680.645,20147.091999999997,0.0,0.0,232334223.00899997
655,0.008,0,0,7969,680.645,4339248.004,0.0,0.0,236673471.01299998
655,0.008,0,0,29275,680.645,15940705.9,0.0,0.0,252614176.913
656,0.008,0,0,1265,680.645,688812.7400000001,0.0,0.0,253302989.653
656,0.008,0,0,14,680.645,7623.224,0.0,0.0,253310612.877
657,0.009,0,0,7,680.645,4288.0635,0.0,0.0,253314900.9405
657,0.009,0,0,2397,680.645,1468355.4584999997,0.0,0.0,254783256.399
658,0.009,0,0,23,680.645,14089.351499999999,0.0,0.0,254797345.7505
658,0.009,0,0,1685,680.645,1032198.1425,0.0,0.0,255829543.893
659,0.01,0,0,1917,680.645,1304796.465,0.0,0.0,257134340.358
659,0.009,0,0,14,680.645,8576.127,0.0,0.0,257142916.485
660,0.01,0,0,9769,680.645,6649221.005,0.0,0.0,263792137.49
660,0.01,0,0,50452,680.645,34339901.54000001,0.0,0.0,298132039.03000003
661,0.01,0,0,16,680.645,10890.32,0.0,0.0,298142929.35
661,0.01,0,0,1025,680.645,697661.125,0.0,0.0,298840590.475
662,0.01,0,0,918,680.645,624832.11,0.0,0.0,299465422.58500004
662,0.01,0,0,23,680.645,15654.835,0.0,0.0,299481077.42
663,0.011,0,0,8,680.645,5989.6759999999995,0.0,0.0,299487067.096
663,0.011,0,0,736,680.645,551050.192,0.0,0.0,300038117.288
664,0.011,0,0,14,680.645,10481.932999999999,0.0,0.0,300048599.221
664,0.011,0,0,1060,680.645,793632.07,0.0,0.0,300842231.291
665,0.012,0,0,23818,680.645,19453923.132,0.0,0.0,320296154.423
665,0.012,0,0,12705,680.645,10377113.67,0.0,0.0,330673268.093
666,0.012,0,0,60,680.645,49006.44,0.0,0.0,330722274.533
666,0.012,0,0,1241,680.645,1013616.534,0.0,0.0,331735891.067
667,0.012,0,0,1025,680.645,837193.35,0.0,0.0,332573084.417
667,0.012,0,0,51,680.645,41655.473999999995,0.0,0.0,332614739.891
668,0.013,0,0,30,680.645,26545.154999999995,0.0,0.0,332641285.04599994
668,0.013,0,0,660,680.645,583993.41,0.0,0.0,333225278.456
669,0.013,0,0,855,680.645,756536.9175,0.0,0.0,333981815.3735
669,0.013,0,0,39,680.645,34508.7015,0.0,0.0,334016324.075
670,0.013,0,0,13964,680.645,12355884.813999997,0.0,0.0,346372208.889
670,0.013,0,0,34756,680.645,30753446.905999996,0.0,0.0,377125655.795
671,0.014,0,0,577,680.645,549825.031,0.0,0.0,377675480.82600003
671,0.014,0,0,67,680.645,63844.501000000004,0.0,0.0,377739325.327
672,0.014,0,0,182,680.645,173428.346,0.0,0.0,377912753.67300004
672,0.014,0,0,1201,680.645,1144436.503,0.0,0.0,379057190.17600006
673,0.015,0,0,4696,680.645,4794463.38,0.0,0.0,383851653.55600005
673,0.014,0,0,230,680.645,219167.69,0.0,0.0,384070821.24600005
674,0.015,0,0,535,680.645,546217.6124999999,0.0,0.0,384617038.85850006
674,0.015,0,0,1659,680.645,1693785.0825,0.0,0.0,386310823.94100004
675,0.015,0,0,22858,680.645,23337275.115,0.0,0.0,409648099.05600005
675,0.015,0,0,19069,680.645,19468829.257499997,0.0,0.0,429116928.31350005
676,0.016,0,0,1093,680.645,1190311.976,0.0,0.0,430307240.28950006
676,0.016,0,0,1362,680.645,1483261.584,0.0,0.0,431790501.87350005
677,0.016,0,0,1565,680.645,1704335.0799999998,0.0,0.0,433494836.95350003
677,0.016,0,0,1360,680.645,1481083.52,0.0,0.0,434975920.4735
678,0.016,0,0,2436,680.645,2652881.952,0.0,0.0,437628802.42550004
678,0.016,0,0,2485,680.645,2706244.52,0.0,0.0,440335046.9455
679,0.017,0,0,2116,680.645,2448416.194,0.0,0.0,442783463.1395
679,0.017,0,0,2076,680.645,2402132.3340000003,0.0,0.0,445185595.4735
680,0.017,0,0,25873,680.645,29937557.7445,0.0,0.0,475123153.218
681,0.017,0,0,1359,680.645,1572494.1435,0.0,0.0,476695647.36149997
682,0.018,0,0,2680,680.645,3283431.4799999995,0.0,0.0,479979078.8415
683,0.018,0,0,1097,680.645,1344001.6169999999,0.0,0.0,481323080.45849997
684,0.018,0,0,2312,680.645,2832572.2320000003,0.0,0.0,484155652.69049996
685,0.018,0,0,23151,680.645,28363702.310999997,0.0,0.0,512519355.00149995
686,0.018,0,0,2747,680.645,3365517.2669999995,0.0,0.0,515884872.2685
687,0.018,0,0,2734,680.645,3349590.1739999996,0.0,0.0,519234462.4425
688,0.018,0,0,2747,680.645,3365517.2669999995,0.0,0.0,522599979.7095
689,0.018,0,0,2837,680.645,3475781.7569999998,0.0,0.0,526075761.46650004
690,0.018,0,0,27342,680.645,33498352.06199999,0.0,0.0,559574113.5285001
691,0.018,0,0,1753,680.645,2147707.2329999995,0.0,0.0,561721820.7615001
692,0.018,0,0,1048,680.645,1283968.7279999997,0.0,0.0,563005789.4895002
693,0.018,0,0,3295,680.645,4036905.494999999,0.0,0.0,567042694.9845002
694,0.017,0,0,1753,680.645,2028390.1645000002,0.0,0.0,569071085.1490002
695,0.017,0,0,20580,680.645,23813045.97,0.0,0.0,592884131.1190002
696,0.017,0,0,1947,680.645,2252866.8855000003,0.0,0.0,595136998.0045002
697,0.016,0,0,1243,680.645,1353666.776,0.0,0.0,596490664.7805002
698,0.016,0,0,2032,680.645,2212913.0239999997,0.0,0.0,598703577.8045002
699,0.015,0,0,2123,680.645,2167514.0025,0.0,0.0,600871091.8070003
700,0.014,0,0,48112,680.645,45846069.136,0.0,0.0,646717160.9430003
701,0.014,0,0,2961,680.645,2821545.783,0.0,0.0,649538706.7260003
702,0.013,0,0,2870,680.645,2539486.4949999996,0.0,0.0,652078193.2210003
703,0.012,0,0,2869,680.645,2343324.6059999997,0.0,0.0,654421517.8270003
704,0.012,0,0,2721,680.645,2222442.054,0.0,0.0,656643959.8810003
705,0.011,0,0,21393,680.645,16017142.3335,0.0,0.0,672661102.2145003
706,0.01,0,0,1915,680.645,1303435.175,0.0,0.0,673964537.3895003
707,0.01,0,0,1159,680.645,788867.5549999999,0.0,0.0,674753404.9445002
708,0.009,0,0,1841,680.645,1127760.7004999998,0.0,0.0,675881165.6450002
709,0.008,0,0,913,680.645,497143.10799999995,0.0,0.0,676378308.7530003
710,0.008,0,0,24904,680.645,13560626.464,0.0,0.0,689938935.2170002
711,0.007,0,0,1179,680.645,561736.3184999999,0.0,0.0,690500671.5355003
712,0.007,0,0,1321,680.645,629392.4315000001,0.0,0.0,691130063.9670002
713,0.006,0,0,994,680.645,405936.6780000001,0.0,0.0,691536000.6450002
714,0.006,0,0,1012,680.645,413287.64400000003,0.0,0.0,691949288.2890003
715,0.005,0,0,16428,680.645,5590818.03,0.0,0.0,697540106.3190002
716,0.005,0,0,508,680.645,172883.83,0.0,0.0,697712990.1490003
717,0.004,0,0,828,680.645,225429.624,0.0,0.0,697938419.7730002
718,0.004,0,0,1037,680.645,282331.546,0.0,0.0,698220751.3190002
719,0.004,0,0,519,680.645,141301.902,0.0,0.0,698362053.2210002
720,0.004,0,0,18410,680.645,5012269.78,0.0,0.0,703374323.0010002
725,0.002,0,0,19224,680.645,2616943.896,0.0,0.0,705991266.8970002
730,0.002,0,0,18777,680.645,2556094.233,0.0,0.0,708547361.1300002
735,0.001,0,0,20611,680.645,1402877.4094999998,0.0,0.0,709950238.5395002
740,0.001,0,0,20887,680.645,1421663.2114999997,0.0,0.0,711371901.7510003
745,0.001,0,0,10426,680.645,709640.477,0.0,0.0,712081542.2280003
750,0.001,0,0,19340,680.645,1316367.43,0.0,0.0,713397909.6580002
755,0.0,0,0,4054,680.645,0.0,0.0,0.0,713397909.6580002
760,0.0,0,0,4591,680.645,0.0,0.0,0.0,713397909.6580002
765,0.0,0,0,2873,680.645,0.0,0.0,0.0,713397909.6580002
770,0.0,0,0,13367,680.645,0.0,0.0,0.0,713397909.6580002
775,0.0,0,0,3304,680.645,0.0,0.0,0.0,713397909.6580002
780,0.0,0,0,4188,680.645,0.0,0.0,0.0,713397909.6580002
785,0.0,0,0,1307,680.645,0.0,0.0,0.0,713397909.6580002
790,0.0,0,0,5419,680.645,0.0,0.0,0.0,713397909.6580002
795,0.0,0,0,3647,680.645,0.0,0.0,0.0,713397909.6580002
800,0.0,0,0,18488,680.645,0.0,0.0,0.0,713397909.6580002
805,0.0,0,0,2436,680.645,0.0,0.0,0.0,713397909.6580002
810,0.0,0,0,7866,680.645,0.0,0.0,0.0,713397909.6580002
815,0.0,0,0,5189,680.645,0.0,0.0,0.0,713397909.6580002
820,0.0,0,0,3699,680.645,0.0,0.0,0.0,713397909.6580002
825,0.0,0,0,11204,680.645,0.0,0.0,0.0,713397909.6580002
830,0.0,0,0,6957,680.645,0.0,0.0,0.0,713397909.6580002
835,0.0,0,0,9844,680.645,0.0,0.0,0.0,713397909.6580002
840,0.0,0,0,33718,680.645,0.0,0.0,0.0,713397909.6580002
850,0.0,0,0,40,680.645,0.0,0.0,0.0,713397909.6580002
860,0.0,0,0,0,680.645,0.0,0.0,0.0,713397909.6580002
870,0.0,0,0,0,680.645,0.0,0.0,0.0,713397909.6580002
875,0.0,0,0,0,680.645,0.0,0.0,0.0,713397909.6580002
885,0.0,0,0,0,680.645,0.0,0.0,0.0,713397909.6580002
890,0.0,0,0,0,680.645,0.0,0.0,0.0,713397909.6580002
930,0.0,0,0,1,680.645,0.0,0.0,0.0,713397909.6580002
935,0.0,0,0,0,680.645,0.0,0.0,0.0,713397909.6580002
940,0.0,0,0,0,680.645,0.0,0.0,0.0,713397909.6580002
945,0.0,0,0,0,680.645,0.0,0.0,0.0,713397909.6580002
955,0.0,0,0,8,680.645,0.0,0.0,0.0,713397909.6580002
970,0.0,0,0,736,680.645,0.0,0.0,0.0,713397909.6580002
975,0.0,0,0,485,680.645,0.0,0.0,0.0,713397909.6580002
980,0.0,0,0,230,680.645,0.0,0.0,0.0,713397909.6580002
985,0.0,0,0,92,680.645,0.0,0.0,0.0,713397909.6580002
995,0.0,0,0,142,680.645,0.0,0.0,0.0,713397909.6580002
1000,0.0,0,0,2964,680.645,0.0,0.0,0.0,713397909.6580002
