strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
16.5,2.9365437495114957e-08,5.873087499022991e-08,0.0,0.0,-2.9365437495114957e-08,0.0
17.0,0.00034074011058078874,0.007194262789308016,0.0,0.0,-0.006853522678727228,0.0
17.5,0.007727212329715319,0.18158948974830996,0.0,0.0,-0.17386227741859464,0.0
18.0,523.7798378806921,247.81697894005399,0.0,0.0,275.96285894063806,0.0
18.5,194.04540297629,970.2270148814501,0.0,0.0,-776.1816119051601,0.0
19.0,1238390.9735156004,94506.18451712007,0.0,0.0,1143884.7889984804,0.0
19.5,877138.1725845329,297714.7812056991,0.0,0.0,579423.3913788338,0.0
20.0,23185327.167918377,819092.3080230718,0.0,0.0,22366234.859895304,0.0
20.5,2827484.2182678827,163430.71374386727,0.0,0.0,2664053.5045240154,0.0
21.0,12163206.662388254,1732.7739386549258,0.0,0.0,12161473.888449598,0.0
21.5,144483.24470349643,0.0,0.0,0.0,144483.24470349643,0.0
22.0,120837.08851748842,596.4318288128748,0.0,0.0,120240.65668867555,0.0
22.5,88.88099858625418,6.836999891250322,0.0,0.0,82.04399869500386,0.0
23.0,63.52604229156197,0.0,0.0,0.0,63.52604229156197,0.0
23.5,0.0,0.10279016625895422,0.0,0.0,-0.10279016625895422,0.0
24.0,0.0034496151146429306,0.0,0.0,0.0,0.0034496151146429306,0.0
