strike,call_gex,put_gex,call_dex,put_dex,net_gex
5.5,697626.93,1596670.2569999998,1809048.332,-1039836.8890000001,-899043.3269999997
6.0,4007111.4265,3597213.165,6246040.6645,-3967178.67,409898.2615
6.5,4413813.222,644128.7125,3575533.507,-947335.1615,3769684.5095
