strike,call_gex,put_gex,call_dex,put_dex,net_gex,net_dex
11.0,0.006054559706434543,0.0004986475076288571,0.0,0.0,0.005555912198805686,0.0
11.5,3.555341472799105,1.5495755674078882,0.0,0.0,2.005765905391217,0.0
12.0,72311.66965332079,10735.229679344642,0.0,0.0,61576.43997397614,0.0
12.5,715755.9176676037,203097.7889949265,0.0,0.0,512658.1286726772,0.0
13.0,12428902.511028616,2954072.5993372113,0.0,0.0,9474829.911691405,0.0
13.5,25247904.101778917,11302578.802098194,0.0,0.0,13945325.299680723,0.0
14.0,13072385.536707228,122561.86884284005,0.0,0.0,12949823.667864388,0.0
14.5,236813.98363974915,8421.700603605483,0.0,0.0,228392.28303614366,0.0
15.0,16650.281026346744,561.2108758534085,0.0,0.0,16089.070150493335,0.0
15.5,70.38017950594646,1.24320765960213,0.0,0.0,69.13697184634432,0.0
16.0,0.06896465430631556,0.005594477856707013,0.0,0.0,0.06337017644960855,0.0
