strike,call_gex,put_gex,net_gex
23.0,1882520.46558,3336284.48049,-1453764.01491
23.5,5875.02801,259256.25612000003,-253381.22811000003
24.0,925651.1668500002,6454516.549230001,-5528865.382380001
24.5,555.78132,779116.2759,-778560.49458
25.0,15645757.993560003,27119753.237340003,-11473995.24378
25.5,298339.218,5959603.77021,-5661264.552209999
26.0,7056965.148840001,29588735.72475,-22531770.575910002
26.5,2346763.0292100003,16980191.56449,-14633428.53528
27.0,24419804.287320003,36882002.31255,-12462198.025229998
27.5,9581913.766530002,3750763.6431,5831150.123430002
28.0,18489158.821170002,4770790.14834,13718368.672830002
28.5,5267669.13486,314884.19871,4952784.9361499995
29.0,8854791.881760001,1623279.93912,7231511.942640001
29.5,1324426.8855599998,42003.435419999994,1282423.4501399999
30.0,16484439.87027,1841521.10679,14642918.76348
