strike,gamma,oi,underlying,GEX
210,0.0,59,680.645,0.0
210,0.0,21988,680.645,0.0
215,0.0,8917,680.645,0.0
215,0.0,5,680.645,0.0
220,0.0,18,680.645,0.0
220,0.0,14902,680.645,0.0
225,0.0,11088,680.645,0.0
225,0.0,17,680.645,0.0
230,0.0,32,680.645,0.0
230,0.0,2701,680.645,0.0
235,0.0,5105,680.645,0.0
235,0.0,7,680.645,0.0
240,0.0,8,680.645,0.0
240,0.0,4735,680.645,0.0
245,0.0,1905,680.645,0.0
250,0.0,97,680.645,0.0
250,0.0,2937,680.645,0.0
255,0.0,5372,680.645,0.0
255,0.0,29,680.645,0.0
260,0.0,2,680.645,0.0
260,0.0,4456,680.645,0.0
265,0.0,860,680.645,0.0
270,0.0,1286,680.645,0.0
270,0.0,9,680.645,0.0
275,0.0,17,680.645,0.0
275,0.0,1891,680.645,0.0
280,0.0,15,680.645,0.0
280,0.0,2263,680.645,0.0
285,0.0,1414,680.645,0.0
290,0.0,1300,680.645,0.0
290,0.0,107,680.645,0.0
295,0.0,5973,680.645,0.0
295,0.0,20,680.645,0.0
300,0.0,164,680.645,0.0
300,0.0,11079,680.645,0.0
305,0.0,5881,680.645,0.0
305,0.0,64,680.645,0.0
310,0.0,2236,680.645,0.0
310,0.0,10,680.645,0.0
315,0.0,59,680.645,0.0
315,0.0,4625,680.645,0.0
320,0.0,56,680.645,0.0
320,0.0,7045,680.645,0.0
325,0.0,88,680.645,0.0
325,0.0,8881,680.645,0.0
330,0.0,3830,680.645,0.0
330,0.0,58,680.645,0.0
335,0.0,2435,680.645,0.0
335,0.0,53,680.645,0.0
340,0.0,41,680.645,0.0
340,0.0,3555,680.645,0.0
345,0.0,2393,680.645,0.0
345,0.0,5,680.645,0.0
350,0.0,14613,680.645,0.0
350,0.0,251,680.645,0.0
355,0.0,4673,680.645,0.0
355,0.0,99,680.645,0.0
360,0.0,165,680.645,0.0
360,0.0,4859,680.645,0.0
365,0.0,78,680.645,0.0
365,0.0,5127,680.645,0.0
370,0.0,1726,680.645,0.0
370,0.0,73,680.645,0.0
375,0.0,4257,680.645,0.0
375,0.0,163,680.645,0.0
380,0.0,3450,680.645,0.0
380,0.0,108,680.645,0.0
385,0.0,244,680.645,0.0
385,0.0,2610,680.645,0.0
390,0.0,5953,680.645,0.0
390,0.0,221,680.645,0.0
395,0.0,14333,680.645,0.0
395,0.0,114,680.645,0.0
400,0.0,14139,680.645,0.0
400,0.0,426,680.645,0.0
405,0.0,2890,680.645,0.0
405,0.0,291,680.645,0.0
410,0.0,105,680.645,0.0
410,0.0,5892,680.645,0.0
415,0.0,1808,680.645,0.0
415,0.0,99,680.645,0.0
420,0.0,25040,680.645,0.0
420,0.0,119,680.645,0.0
425,0.0,241,680.645,0.0
425,0.0,3469,680.645,0.0
430,0.0,175,680.645,0.0
430,0.0,3972,680.645,0.0
435,0.0,3710,680.645,0.0
435,0.0,123,680.645,0.0
440,0.0,15852,680.645,0.0
440,0.0,811,680.645,0.0
445,0.0,132,680.645,0.0
445,0.0,6328,680.645,0.0
450,0.0,24643,680.645,0.0
450,0.0,398,680.645,0.0
455,0.0,229,680.645,0.0
455,0.0,8166,680.645,0.0
460,0.0,6630,680.645,0.0
460,0.0,388,680.645,0.0
465,0.0,387,680.645,0.0
465,0.0,2679,680.645,0.0
470,0.0,5977,680.645,0.0
470,0.0,398,680.645,0.0
475,0.0,678,680.645,0.0
475,0.0,14596,680.645,0.0
480,0.0,12513,680.645,0.0
480,0.0,1151,680.645,0.0
485,0.0,3395,680.645,0.0
485,0.0,7631,680.645,0.0
490,0.0,7937,680.645,0.0
490,0.0,1067,680.645,0.0
495,0.0,615,680.645,0.0
495,0.0,9720,680.645,0.0
500,0.0,35319,680.645,0.0
500,0.0,3156,680.645,0.0
505,0.0,1631,680.645,0.0
505,0.0,9103,680.645,0.0
510,0.0,7803,680.645,0.0
510,0.0,1301,680.645,0.0
515,0.0,1414,680.645,0.0
515,0.0,7706,680.645,0.0
520,0.0,28253,680.645,0.0
520,0.0,2727,680.645,0.0
525,0.0,28637,680.645,0.0
525,0.0,2816,680.645,0.0
530,0.0,4607,680.645,0.0
530,0.0,10509,680.645,0.0
535,0.0,9016,680.645,0.0
535,0.0,3001,680.645,0.0
540,0.0,3652,680.645,0.0
540,0.0,90172,680.645,0.0
545,0.0,7343,680.645,0.0
545,0.0,3192,680.645,0.0
550,0.0,12725,680.645,0.0
550,0.001,26813,680.645,1825013.4384999997
555,0.001,17899,680.645,1218286.4855
555,0.0,3491,680.645,0.0
560,0.0,2467,680.645,0.0
560,0.001,22687,680.645,1544179.3115
565,0.001,19426,680.645,1322220.977
565,0.0,3463,680.645,0.0
570,0.0,11268,680.645,0.0
570,0.001,16038,680.645,1091618.451
575,0.001,29638,680.645,2017295.651
575,0.0,5051,680.645,0.0
580,0.0,6486,680.645,0.0
580,0.001,23227,680.645,1580934.1415
585,0.001,84942,680.645,5781534.759000001
585,0.0,3222,680.645,0.0
590,0.0,4026,680.645,0.0
590,0.001,23333,680.645,1588148.9785
595,0.002,95848,680.645,13047692.391999999
595,0.0,5170,680.645,0.0
600,0.0,19050,680.645,0.0
600,0.002,46619,680.645,6346197.851
605,0.0,3509,680.645,0.0
605,0.002,17535,680.645,2387022.015
610,0.0,4383,680.645,0.0
610,0.002,27552,680.645,3750626.2079999996
615,0.0,3060,680.645,0.0
615,0.003,17562,680.645,3586046.247
620,0.001,5560,680.645,378438.62
620,0.003,24805,680.645,5065019.7675
621,0.003,772,680.645,157637.38199999998
621,0.001,41,680.645,2790.6445000000003
622,0.002,8,680.645,1089.032
622,0.004,827,680.645,225157.366
623,0.004,1509,680.645,410837.322
623,0.002,2,680.645,272.258
624,0.002,1,680.645,136.129
624,0.004,1216,680.645,331065.728
625,0.004,31200,680.645,8494449.6
625,0.002,3052,680.645,415465.708
626,0.002,3,680.645,408.387
626,0.004,811,680.645,220801.238
627,0.004,2375,680.645,646612.75
627,0.002,3,680.645,408.387
628,0.002,8,680.645,1089.032
628,0.004,755,680.645,205554.79
629,0.004,1045,680.645,284509.61
629,0.003,12,680.645,2450.322
630,0.003,3806,680.645,777160.4610000001
630,0.004,31451,680.645,8562786.358
631,0.005,467,680.645,158930.60749999998
631,0.003,6,680.645,1225.161
632,0.003,1,680.645,204.1935
632,0.005,2471,680.645,840936.8975
633,0.004,4,680.645,1089.032
633,0.005,858,680.645,291996.705
634,0.005,351,680.645,119453.1975
634,0.004,4,680.645,1089.032
635,0.004,4627,680.645,1259737.7659999998
635,0.005,39155,680.645,13325327.487499999
636,0.005,564,680.645,191941.88999999998
636,0.004,703,680.645,191397.37400000004
637,0.005,16,680.645,5445.16
637,0.006,1339,680.645,546830.1930000001
638,0.006,731,680.645,298530.897
638,0.005,7,680.645,2382.2575
639,0.006,797,680.645,325484.43899999995
639,0.005,8,680.645,2722.58
640,0.006,59818,680.645,24428893.566
640,0.005,17029,680.645,5795351.8525
641,0.006,7,680.645,2858.709
641,0.006,823,680.645,336102.50099999993
642,0.006,11700,680.645,4778127.899999999
642,0.006,683,680.645,278928.321
643,0.006,6,680.645,2450.322
643,0.006,1239,680.645,505991.49299999996
644,0.007,17540,680.645,8356959.31
644,0.006,717,680.645,292813.47900000005
645,0.007,25178,680.645,11996095.867
645,0.007,8280,680.645,3945018.42
646,0.007,6,680.645,2858.709
646,0.007,13987,680.645,6664127.130500001
647,0.007,24355,680.645,11603976.282499999
647,0.007,2,680.645,952.903
648,0.008,695,680.645,378438.62
648,0.008,14,680.645,7623.224
649,0.008,9,680.645,4900.644
649,0.008,7823,680.645,4259748.6680000005
650,0.008,76974,680.645,41913574.584
650,0.008,28708,680.645,15631965.328
651,0.009,4,680.645,2450.3219999999997
651,0.008,10522,680.645,5729397.352
652,0.008,1265,680.645,688812.7400000001
652,0.009,4,680.645,2450.3219999999997
653,0.009,29,680.645,17764.834499999997
653,0.009,15339,680.645,9396372.289499998
654,0.009,14533,680.645,8902632.406499999
654,0.01,34,680.645,23141.93
655,0.01,7970,680.645,5424740.649999999
655,0.009,29497,680.645,18069287.008499995
656,0.009,1284,680.645,786553.362
656,0.01,13,680.645,8848.385
657,0.011,3,680.645,2246.1285000000003
657,0.01,1581,680.645,1076099.7449999999
658,0.01,1579,680.645,1074738.455
658,0.011,14,680.645,10481.932999999999
659,0.011,4,680.645,2994.8379999999997
