strike,call_gex,put_gex,call_dex,put_dex,net_gex
5.0,135046.8545,1924263.6069999998,845920.9334999999,-1479703.7030000002,-1789216.7525
5.5,963769.0634999999,2132962.372,1775394.5884999998,-1439353.315,-1169193.3085
6.0,5084034.740999999,4824598.7875,5749798.848,-5248826.6895,259435.95349999983
6.5,4920208.43,728219.811,3074424.9209999996,-1317671.46,4191988.619
