strike,call_gex,put_gex,net_gex
23.5,2999.016,143825.09249999997,-140826.07649999997
24.0,1015175.0654999999,6714419.2305,-5699244.165
24.5,43575.3765,1026296.4164999999,-982721.0399999999
25.0,15166705.7535,27042966.6705,-11876260.917
25.5,272263.929,3904968.7499999995,-3632704.8209999995
26.0,5389617.495,21090946.7475,-15701329.252499998
26.5,1845973.1265,6453917.7465,-4607944.62
27.0,20246900.316,23659196.476499997,-3412296.1604999974
27.5,5558562.063,5491448.214,67113.8490000004
28.0,19626351.2055,7427291.31,12199059.8955
28.5,6413594.020500001,2633043.6870000004,3780550.3335
29.0,13907097.301499998,3353720.2709999997,10553377.030499998
29.5,4876571.155499999,588456.3795,4288114.776
30.0,28179308.502,2899312.3005,25279996.2015
30.5,2073004.614,95349.15,1977655.4640000002
31.0,8584414.3665,520989.38550000003,8063424.981
