strike,call_gex,put_gex,net_gex
10.0,0.0,7.688,-7.688
11.0,0.0,174.902,-174.902
12.0,0.0,7991.675999999999,-7991.675999999999
13.0,0.0,27407.719999999998,-27407.719999999998
14.0,0.0,7040.286,-7040.286
14.5,0.0,699.608,-699.608
15.0,6565.551999999999,11899.101999999999,-5333.55
15.5,0.0,703.452,-703.452
16.0,161.448,48098.049999999996,-47936.602
16.5,12869.712,80964.25,-68094.538
17.0,2598.5440000000003,313977.92000000004,-311379.37600000005
17.5,27780.588,239615.74,-211835.152
18.0,29043.342,774900.428,-745857.086
18.5,37575.1,479633.178,-442058.07800000004
19.0,101654.57999999999,794081.988,-692427.408
19.5,137524.86599999998,1131185.412,-993660.5460000001
20.0,347662.89199999993,1109774.332,-762111.44
20.5,364007.57999999996,556534.32,-192526.74
21.0,610273.44,500296.6,109976.83999999997
21.5,256579.31199999995,363008.13999999996,-106428.82800000001
22.0,274542.324,332605.944,-58063.619999999995
22.5,184865.648,60923.556,123942.09199999999
23.0,218577.528,115516.04400000001,103061.48399999998
23.5,128927.76,0.0,128927.76
24.0,58951.584,3594.14,55357.444
24.5,0.0,0.0,0.0
25.0,60958.151999999995,0.0,60958.151999999995
26.0,42526.172,230.64,42295.532
27.0,9202.536,155.682,9046.854
28.0,3797.872,0.0,3797.872
29.0,2998.3199999999997,0.0,2998.3199999999997
30.0,8891.172,807.24,8083.932000000001
33.0,172.98,0.0,172.98
34.0,657.3239999999998,0.0,657.3239999999998
35.0,887.964,0.0,887.964
